time,ele,lat,lon,speed,encoding_latency,network_latency,total_latency,number_of_satellites,image_sequence_number,stream_id,x_merc,y_merc,antennas,buildings,avg_build_height
2018-12-27 20:17:17,0.0,37.29898797727271,126.96484068181807,15.675426667609772,68.04545454545455,210.61363636363637,278.65909090909093,10.0,23327.5,2.1818181818181817,14133661.413349092,4480864.200232648,0,6,3.0500000000000003
2018-12-27 20:17:18,0.0,37.298993081632666,126.9647761632654,20.6693656788426,70.14285714285714,192.57142857142858,262.7142857142857,10.0,23374.020408163266,2.326530612244898,14133654.231176661,4480864.914533172,0,5,2.82
2018-12-27 20:17:19,0.0,37.2990006304348,126.96470208695656,23.80779616190293,68.6086956521739,199.47826086956522,268.0869565217391,10.0,23421.478260869564,2.4347826086956523,14133645.985039685,4480865.970907295,0,4,3.525
2018-12-27 20:17:20,0.0,37.299009933333316,126.96461553333339,27.84318123472071,69.53333333333333,204.84444444444443,274.3777777777778,10.0,23467.0,2.2444444444444445,14133636.349934425,4480867.272748595,0,3,4.7
2018-12-27 20:17:21,0.0,37.2990213478261,126.96451421739135,32.62085656443047,69.19565217391305,207.91304347826087,277.10869565217394,10.108695652173912,23512.5,2.347826086956522,14133625.071495347,4480868.870085181,0,1,0.0
2018-12-27 20:17:22,0.0,37.29903328888889,126.96440351111107,35.61503643667875,70.11111111111111,214.0888888888889,284.2,10.177777777777777,23558.0,2.5555555555555554,14133612.747728597,4480870.541109888,0,1,0.0
2018-12-27 20:17:23,0.0,37.29904404347827,126.96429710869562,34.19275869402955,71.41304347826087,208.84782608695653,280.2608695652174,10.130434782608695,23603.5,2.4130434782608696,14133600.903065892,4480872.046100488,0,0,0.0
2018-12-27 20:17:24,0.0,37.2990515106383,126.96419859574469,31.547206927766375,69.85106382978724,211.04255319148936,280.8936170212766,11.0,23650.0,2.382978723404255,14133589.936654357,4480873.091050379,0,0,0.0
2018-12-27 20:17:25,0.0,37.29905788372093,126.96410893023253,28.698353014829014,68.93023255813954,217.09302325581396,286.0232558139535,11.0,23695.0,1.930232558139535,14133579.955135202,4480873.98289582,0,0,0.0
2018-12-27 20:17:26,0.0,37.299065733333336,126.96402308888892,27.545582144704426,69.73333333333333,210.46666666666667,280.2,11.0,23739.0,2.3777777777777778,14133570.399320543,4480875.081366074,0,0,0.0
2018-12-27 20:17:27,0.0,37.29908156521743,126.96395176086945,23.607224206914832,69.28260869565217,219.45652173913044,288.7391304347826,11.0,23784.5,2.217391304347826,14133562.459121738,4480877.296871193,0,0,0.0
2018-12-27 20:17:28,0.0,37.29911231999999,126.96389289999992,22.44999610322994,68.72,208.44,277.16,10.0,23832.5,2.14,14133555.906759713,4480881.600679819,0,0,0.0
2018-12-27 20:17:29,0.0,37.29915460869564,126.96385108695655,21.561192825826762,69.73913043478261,212.43478260869566,282.17391304347825,10.956521739130435,23880.5,2.130434782608696,14133551.252153015,4480887.518541247,0,0,0.0
2018-12-27 20:17:30,0.0,37.299207674418625,126.9638299302326,22.30999175685734,70.79069767441861,210.5581395348837,281.3488372093023,11.0,23925.0,2.186046511627907,14133548.89699728,4480894.9445398385,0,0,0.0
2018-12-27 20:17:31,0.0,37.299274156862765,126.96382078431367,26.80190904654235,71.07843137254902,188.80392156862746,259.88235294117646,11.0,23972.0,2.4901960784313726,14133547.878878241,4480904.248077057,0,0,0.0
