time,ele,lat,lon,speed,encoding_latency,network_latency,total_latency,number_of_satellites,image_sequence_number,stream_id,x_merc,y_merc
2018-12-27 20:08:16,0.0,37.29335100000002,126.97798925000008,0.4655450764042711,71.18181818181819,364.0,435.1818181818182,10.0,15.272727272727273,1.0,14135125.105263773,4480075.395200794
2018-12-27 20:08:17,0.0,37.293350809523815,126.97799069047625,0.4655450764042711,70.0,482.85714285714283,552.8571428571429,10.0,27.285714285714285,1.0,14135125.265616847,4480075.368547686
2018-12-27 20:08:18,0.0,37.29335021052632,126.9779923947368,0.5940071154128587,72.6,348.2,420.8,10.0,44.6,1.0,14135125.455334265,4480075.284730686
2018-12-27 20:08:19,0.0,37.29335341025641,126.97799138461545,1.3221135367251104,70.5,253.75,324.25,10.0,54.5,1.0,14135125.34288807,4480075.732465089
2018-12-27 20:08:20,0.0,37.29336473913047,126.97799286956524,4.56466503340942,70.16666666666667,192.08333333333334,262.25,10.0,70.91666666666667,1.0,14135125.508191925,4480077.317701036
2018-12-27 20:08:21,0.0,37.293384844444454,126.97799677777776,8.152981022125356,70.5,207.125,277.625,10.0,85.5,1.0,14135125.943252152,4480080.131014429
2018-12-27 20:08:22,0.0,37.29341597916667,126.97800281249992,12.62470773111737,69.8,198.2,268.0,10.0,100.6,1.0,14135126.615034351,4480084.487661675
2018-12-27 20:08:23,0.0,37.29345335416668,126.97801358333332,15.366626678971434,70.4,190.1,260.5,9.5,113.1,1.0,14135127.81403804,4480089.717506474
2018-12-27 20:08:24,0.0,37.29349513043478,126.97802458695645,17.10544438226199,69.0,209.25,278.25,9.5,127.25,1.0,14135129.038955763,4480095.563219202
2018-12-27 20:08:25,0.0,37.29354546808511,126.97803672340426,20.540543713815378,68.7,208.0,276.7,9.5,141.3,1.0,14135130.389978955,4480102.606922167
2018-12-27 20:08:26,0.0,37.293597636363636,126.97804934090912,21.289927978385464,66.85714285714286,204.71428571428572,271.57142857142856,9.285714285714286,155.57142857142858,1.0,14135131.794553172,4480109.906788294
2018-12-27 20:08:27,0.0,37.29365612244896,126.97806291836737,23.83467412690709,71.4,208.0,279.4,9.0,168.9,1.0,14135133.305988908,4480118.090706167
