time,ele,lat,lon,speed,encoding_latency,network_latency,total_latency,number_of_satellites,image_sequence_number,stream_id,x_merc,y_merc
2018-12-27 19:49:41,0.0,37.29344400000001,126.97799000000003,2.4516011984286986e-08,173.0,145.66666666666666,318.6666666666667,10.0,2.0,3.0,14135125.188753387,4480088.408587436
2018-12-27 19:49:42,0.0,37.29344399999995,126.97799,2.4516011984286986e-08,66.33333333333333,133.75,200.08333333333334,10.0,11.916666666666666,3.0,14135125.188753383,4480088.408587428
2018-12-27 19:49:43,0.0,37.29344371604936,126.97798999999999,0.11379324673813436,67.28571428571429,129.78571428571428,197.07142857142858,10.0,25.571428571428573,3.0,14135125.188753383,4480088.368854512
2018-12-27 19:49:44,0.0,37.29344300000002,126.97799079999986,0.3839209803565369,65.85714285714286,126.21428571428571,192.07142857142858,10.0,41.142857142857146,3.0,14135125.27780896,4480088.268658464
2018-12-27 19:49:45,0.0,37.29344248717952,126.97799099999989,0.21517724371904032,67.35714285714286,127.85714285714286,195.21428571428572,10.0,55.57142857142857,3.0,14135125.300072862,4480088.1969000185
2018-12-27 19:49:46,0.0,37.29344188749998,126.97799031250001,0.32526353546694875,65.85714285714286,129.5,195.35714285714286,10.0,71.28571428571429,3.0,14135125.223540725,4480088.112987476
2018-12-27 19:49:47,0.0,37.29344099999995,126.97798999999999,0.369356412749937,66.71428571428571,126.78571428571429,193.5,10.0,85.5,3.0,14135125.188753383,4480087.988800512
2018-12-27 19:49:48,0.0,37.29343940506331,126.97799,0.6391711251753689,66.26666666666667,125.66666666666667,191.93333333333334,10.0,101.0,3.0,14135125.188753383,4480087.765622674
2018-12-27 19:49:49,0.0,37.29343860256415,126.97799000000002,0.3216016717429588,66.92857142857143,134.57142857142858,201.5,10.0,116.07142857142857,3.0,14135125.188753387,4480087.653329795
2018-12-27 19:49:50,0.0,37.29343800000002,126.97799,0.24147767498612563,66.42857142857143,131.5,197.92857142857142,10.0,130.85714285714286,3.0,14135125.188753383,4480087.569013621
2018-12-27 19:49:51,0.0,37.29343779518069,126.97798999999998,0.08208138331862865,66.8,127.73333333333333,194.53333333333333,10.0,146.0,3.0,14135125.188753381,4480087.540353464
2018-12-27 19:49:52,0.0,37.29343699999996,126.97799000000002,0.3186688081528709,65.92307692307692,132.0,197.92307692307693,10.0,160.84615384615384,3.0,14135125.188753387,4480087.429084649
2018-12-27 19:49:53,0.0,37.29343699999996,126.97798999999999,9.061237323384942e-09,66.66666666666667,122.13333333333334,188.8,10.0,176.0,3.0,14135125.188753383,4480087.429084649
2018-12-27 19:49:54,0.0,37.29343800000002,126.97799059999984,0.4440629868173093,65.85714285714286,126.42857142857143,192.28571428571428,10.0,191.35714285714286,3.0,14135125.25554506,4480087.569013621
2018-12-27 19:49:55,0.0,37.29343800000002,126.97799099999989,0.1275255916154496,67.28571428571429,132.57142857142858,199.85714285714286,10.0,205.5,3.0,14135125.300072862,4480087.569013621
2018-12-27 19:49:56,0.0,37.29343800000003,126.97799181481489,0.25977438030664163,66.78571428571429,126.85714285714286,193.64285714285714,10.0,221.14285714285714,3.0,14135125.390777653,4480087.569013623
2018-12-27 19:49:57,0.0,37.29343800000002,126.97799200000006,0.059039614589147596,66.26666666666667,130.0,196.26666666666668,9.933333333333334,236.0,3.0,14135125.411392372,4480087.569013621
2018-12-27 19:49:58,0.0,37.29343800000002,126.97799200000006,0.0,67.2,131.33333333333334,198.53333333333333,9.8,251.0,3.0,14135125.411392372,4480087.569013621
2018-12-27 19:49:59,0.0,37.29343800000003,126.97799240243923,0.12830321793096847,66.13333333333334,122.8,188.93333333333334,10.0,266.0,3.0,14135125.456191696,4480087.569013623
2018-12-27 19:50:00,0.0,37.29343800000002,126.97799300000024,0.1905107814954393,66.8,125.6,192.4,10.0,281.0,3.0,14135125.522711882,4480087.569013621
2018-12-27 19:50:01,0.0,37.29343800000002,126.97799367088615,0.21388778127354235,66.5,130.21428571428572,196.71428571428572,10.0,296.35714285714283,3.0,14135125.59739456,4480087.569013621
2018-12-27 19:50:02,0.0,37.29343800000002,126.97799479999999,0.35997723375087626,66.53333333333333,129.13333333333333,195.66666666666666,10.0,311.0,3.0,14135125.72308694,4480087.569013621
2018-12-27 19:50:03,0.0,37.29343851219513,126.97799580487782,0.38048513219632135,66.8,127.6,194.4,10.0,326.0,3.0,14135125.834949428,4480087.640684552
2018-12-27 19:50:04,0.0,37.29343900000002,126.97799599999979,0.20514702400268245,66.86666666666666,124.06666666666666,190.93333333333334,10.0,341.0,3.0,14135125.856670305,4480087.708942585
