time,ele,lat,lon,speed,encoding_latency,network_latency,total_latency,number_of_satellites,image_sequence_number,stream_id,x_merc,y_merc
2018-12-27 19:49:41,0.0,37.29344400000001,126.97799000000003,2.4516011984286986e-08,149.5,119.5,269.0,10.0,1.5,4.0,14135125.188753387,4480088.408587436
2018-12-27 19:49:42,0.0,37.29344399999995,126.97799,2.4516011984286986e-08,66.54545454545455,151.8181818181818,218.36363636363637,10.0,11.0,4.0,14135125.188753383,4480088.408587428
2018-12-27 19:49:43,0.0,37.29344371604936,126.97798999999999,0.11379324673813436,66.58333333333333,139.58333333333334,206.16666666666666,10.0,25.0,4.0,14135125.188753383,4480088.368854512
2018-12-27 19:49:44,0.0,37.29344300000002,126.97799079999986,0.3839209803565369,66.0,143.76923076923077,209.76923076923077,10.0,41.46153846153846,4.0,14135125.27780896,4480088.268658464
2018-12-27 19:49:45,0.0,37.29344248717952,126.97799099999989,0.21517724371904032,66.6,149.1,215.7,10.0,56.2,4.0,14135125.300072862,4480088.1969000185
2018-12-27 19:49:46,0.0,37.29344188749998,126.97799031250001,0.32526353546694875,65.88888888888889,141.22222222222223,207.11111111111111,10.0,71.33333333333333,4.0,14135125.223540725,4480088.112987476
2018-12-27 19:49:47,0.0,37.29344099999995,126.97798999999999,0.369356412749937,65.92857142857143,147.78571428571428,213.71428571428572,10.0,85.85714285714286,4.0,14135125.188753383,4480087.988800512
2018-12-27 19:49:48,0.0,37.29343940506331,126.97799,0.6391711251753689,67.08333333333333,150.0,217.08333333333334,10.0,100.5,4.0,14135125.188753383,4480087.765622674
2018-12-27 19:49:49,0.0,37.29343860256415,126.97799000000002,0.3216016717429588,65.9090909090909,143.0909090909091,209.0,10.0,115.72727272727273,4.0,14135125.188753387,4480087.653329795
2018-12-27 19:49:50,0.0,37.29343800000002,126.97799,0.24147767498612563,66.9,147.9,214.8,10.0,131.1,4.0,14135125.188753383,4480087.569013621
2018-12-27 19:49:51,0.0,37.29343779518069,126.97798999999998,0.08208138331862865,65.72727272727273,143.9090909090909,209.63636363636363,10.0,146.36363636363637,4.0,14135125.188753381,4480087.540353464
2018-12-27 19:49:52,0.0,37.29343699999996,126.97799000000002,0.3186688081528709,67.53846153846153,158.53846153846155,226.07692307692307,10.0,160.69230769230768,4.0,14135125.188753387,4480087.429084649
2018-12-27 19:49:53,0.0,37.29343699999996,126.97798999999999,9.061237323384942e-09,66.81818181818181,144.27272727272728,211.0909090909091,10.0,177.0909090909091,4.0,14135125.188753383,4480087.429084649
2018-12-27 19:49:54,0.0,37.29343800000002,126.97799059999984,0.4440629868173093,66.61538461538461,146.92307692307693,213.53846153846155,10.0,191.07692307692307,4.0,14135125.25554506,4480087.569013621
2018-12-27 19:49:55,0.0,37.29343800000002,126.97799099999989,0.1275255916154496,66.46153846153847,141.46153846153845,207.92307692307693,10.0,205.76923076923077,4.0,14135125.300072862,4480087.569013621
2018-12-27 19:49:56,0.0,37.29343800000003,126.97799181481489,0.25977438030664163,66.54545454545455,144.54545454545453,211.0909090909091,10.0,222.0909090909091,4.0,14135125.390777653,4480087.569013623
2018-12-27 19:49:57,0.0,37.29343800000002,126.97799200000006,0.059039614589147596,65.45454545454545,149.8181818181818,215.27272727272728,9.818181818181818,235.0909090909091,4.0,14135125.411392372,4480087.569013621
2018-12-27 19:49:58,0.0,37.29343800000002,126.97799200000006,0.0,66.46153846153847,145.23076923076923,211.69230769230768,9.76923076923077,251.07692307692307,4.0,14135125.411392372,4480087.569013621
2018-12-27 19:49:59,0.0,37.29343800000003,126.97799240243923,0.12830321793096847,67.0,149.23076923076923,216.23076923076923,10.0,266.7692307692308,4.0,14135125.456191696,4480087.569013623
2018-12-27 19:50:00,0.0,37.29343800000002,126.97799300000024,0.1905107814954393,65.92307692307692,136.53846153846155,202.46153846153845,10.0,281.0,4.0,14135125.522711882,4480087.569013621
2018-12-27 19:50:01,0.0,37.29343800000002,126.97799367088615,0.21388778127354235,66.66666666666667,145.13333333333333,211.8,10.0,296.0,4.0,14135125.59739456,4480087.569013621
2018-12-27 19:50:02,0.0,37.29343800000002,126.97799479999999,0.35997723375087626,67.66666666666667,140.66666666666666,208.33333333333334,10.0,311.1666666666667,4.0,14135125.72308694,4480087.569013621
2018-12-27 19:50:03,0.0,37.29343851219513,126.97799580487782,0.38048513219632135,66.92307692307692,140.3846153846154,207.30769230769232,10.0,326.0769230769231,4.0,14135125.834949428,4480087.640684552
2018-12-27 19:50:04,0.0,37.29343900000002,126.97799599999979,0.20514702400268245,66.76923076923077,136.0,202.76923076923077,10.0,340.7692307692308,4.0,14135125.856670305,4480087.708942585
2018-12-27 19:50:05,0.0,37.293438607594986,126.9779959999998,0.1572563831263388,65.6923076923077,147.6153846153846,213.30769230769232,10.0,356.6923076923077,4.0,14135125.856670305,4480087.654033754
2018-12-27 19:50:06,0.0,37.29343554320992,126.9779959999998,1.2280528278128464,66.6923076923077,149.84615384615384,216.53846153846155,10.0,372.0,4.0,14135125.856670305,4480087.225237532
2018-12-27 19:50:07,0.0,37.29343345679018,126.97799613580243,0.837253254401396,67.0,145.42857142857142,212.42857142857142,10.0,385.5,4.0,14135125.871787786,4480086.933286995
2018-12-27 19:50:08,0.0,37.29343614814818,126.97799759259276,1.1743106823374898,66.61538461538461,163.23076923076923,229.84615384615384,10.0,400.9230769230769,4.0,14135126.033956943,4480087.309885915
2018-12-27 19:50:09,0.0,37.29344359999994,126.9779981875002,2.9923476710927286,66.85714285714286,158.42857142857142,225.28571428571428,10.0,415.5,4.0,14135126.100181736,4480088.352615836
2018-12-27 19:50:10,0.0,37.293457592592574,126.9780020740742,5.742803214764101,66.5,166.78571428571428,233.28571428571428,10.0,430.64285714285717,4.0,14135126.532833176,4480090.310585155
2018-12-27 19:50:11,0.0,37.29347726249996,126.97800540000021,7.9537159806154145,67.0,151.30769230769232,218.30769230769232,10.23076923076923,445.6923076923077,4.0,14135126.903073564,4480093.062975993
2018-12-27 19:50:12,0.0,37.29350303614454,126.97800701204828,10.341570920339295,66.28571428571429,162.42857142857142,228.71428571428572,11.0,460.92857142857144,4.0,14135127.082525937,4480096.669457878
2018-12-27 19:50:13,0.0,37.29353821794865,126.97801402564095,14.275322541893006,66.21428571428571,167.14285714285714,233.35714285714286,10.142857142857142,475.64285714285717,4.0,14135127.8632755,4480101.592416684
2018-12-27 19:50:14,0.0,37.293578086419785,126.9780237901235,16.277747574173457,66.66666666666667,156.4,223.06666666666666,9.933333333333334,491.0,4.0,14135128.950252725,4480107.171179456
2018-12-27 19:50:15,0.0,37.293626551282095,126.97803438461527,19.71381268152431,66.78571428571429,156.0,222.78571428571428,10.5,506.2857142857143,4.0,14135130.129626155,4480113.952832241
2018-12-27 19:50:16,0.0,37.293680259259254,126.97804633333322,21.8579916071207,66.46666666666667,163.8,230.26666666666668,10.0,521.0,4.0,14135131.459751353,4480121.468155359
2018-12-27 19:50:17,0.0,37.29373570512825,126.97805933333325,22.603168073202834,65.84615384615384,160.76923076923077,226.6153846153846,10.0,536.7692307692307,4.0,14135132.906904735,4480129.226666208
2018-12-27 19:50:18,0.0,37.29378394936706,126.97807088607594,19.681586152805735,66.42857142857143,164.5,230.92857142857142,9.714285714285714,551.4285714285714,4.0,14135134.192950169,4480135.977461441
2018-12-27 19:50:19,0.0,37.2938304939759,126.97808092771108,18.925495678452233,66.46666666666667,146.46666666666667,212.93333333333334,10.0,566.0,4.0,14135135.31077988,4480142.490432302
2018-12-27 19:50:20,0.0,37.29387344578313,126.97809033734936,17.47240330151994,66.64285714285714,166.28571428571428,232.92857142857142,9.785714285714286,580.9285714285714,4.0,14135136.358256023,4480148.50066726
2018-12-27 19:50:21,0.0,37.29391291566264,126.9780970240963,15.960572155154884,66.3076923076923,156.0,222.30769230769232,10.615384615384615,596.1538461538462,4.0,14135137.102621287,4480154.023680027
2018-12-27 19:50:22,0.0,37.2939551904762,126.97809884523792,16.95158446746235,66.66666666666667,152.73333333333332,219.4,11.0,611.0,4.0,14135137.305349845,4480159.939189895
2018-12-27 19:50:23,0.0,37.29399569879516,126.97809716867482,16.24251274045361,66.46666666666667,151.86666666666667,218.33333333333334,10.8,626.0,4.0,14135137.118715694,4480165.607517494
2018-12-27 19:50:24,0.0,37.29403504761907,126.97808833333332,16.01865389019735,66.66666666666667,144.0,210.66666666666666,10.4,641.0,4.0,14135136.135169975,4480171.113599916
2018-12-27 19:50:25,0.0,37.294070530120436,126.97806613253016,15.883756909748653,67.28571428571429,151.35714285714286,218.64285714285714,9.285714285714286,655.8571428571429,4.0,14135133.663787873,4480176.078670148
2018-12-27 19:50:26,0.0,37.29409696296297,126.97803107407407,15.399248512897262,67.21428571428571,145.42857142857142,212.64285714285714,9.857142857142858,671.5,4.0,14135129.761098392,4480179.777422167
2018-12-27 19:50:27,0.0,37.2941112962963,126.97798293827152,16.386006887096006,66.33333333333333,184.0,250.33333333333334,9.25,686.0833333333334,4.0,14135124.402645364,4480181.78308841
2018-12-27 19:50:28,0.0,37.294121743589734,126.97792593589747,18.649030733861093,66.71428571428571,152.78571428571428,219.5,9.285714285714286,701.5,4.0,14135118.057170112,4480183.244980542
2018-12-27 19:50:29,0.0,37.29412811250005,126.97787081249996,17.75832315505378,66.64285714285714,148.85714285714286,215.5,9.928571428571429,716.1428571428571,4.0,14135111.92086157,4480184.136183702
2018-12-27 19:50:30,0.0,37.29413127710848,126.97782014457852,16.203198527308814,66.78571428571429,148.85714285714286,215.64285714285714,9.857142857142858,731.0714285714286,4.0,14135106.280534355,4480184.579008154
2018-12-27 19:50:31,0.0,37.2941245609756,126.97777840243899,13.577301612434331,67.13333333333334,162.46666666666667,229.6,10.666666666666666,746.0,4.0,14135101.63382064,4480183.639218018
2018-12-27 19:50:32,0.0,37.29410384415586,126.97774453246758,13.62083481748766,67.07142857142857,152.5,219.57142857142858,11.0,760.5714285714286,4.0,14135097.863432668,4480180.740308839
