,com,lat,lic,lon,x_merc,y_merc
2114,KT4GOUT,37.29237,322014110040835,127.018728,14139660.12216932,4479938.125940878
2115,KT4GOUT,37.292344,322015110006471,127.018742,14139661.680642191,4479934.487840092
2123,KT4GOUT,37.289756,322012110019378,127.019732,14139771.886938076,4479572.363175859
2125,KT4GOUT,37.289756,322014110040779,127.019732,14139771.886938076,4479572.363175859
2128,KT4GOUT,37.291799,852015110007605,127.017246,14139495.146683965,4479858.227939925
2131,KT4GOUT,37.288671,322015110046222,127.019272,14139720.679972311,4479420.548774666
2137,KT4GOUT,37.292177,322014110041165,126.9905,14136517.795583207,4479911.12006886
2140,KT4GOUT,37.292177,322012110019315,126.9905,14136517.795583207,4479911.12006886
2141,KT4GOUT,37.292177,322012110019316,126.9905,14136517.795583207,4479911.12006886
2143,KT4GOUT,37.292103,322017110002254,126.989619,14136419.72311182,4479900.765504179
2157,KT4GOUT,37.290139,322015110054838,127.010546,14138749.30609565,4479625.95348267
2165,KT4GOUT,37.28806,322014110041171,127.010855,14138783.703818304,4479335.057941749
2168,KT4GOUT,37.28806,322012110019389,127.010855,14138783.703818304,4479335.057941749
2179,KT4GOUT,37.289047,322014110040710,127.007972,14138462.769726349,4479473.158863056
2180,KT4GOUT,37.289027,322014110041014,127.007978,14138463.437643293,4479470.360447479
2181,KT4GOUT,37.289027,322014110073650,127.007978,14138463.437643293,4479470.360447479
2184,KT4GOUT,37.289027,322012110019393,127.007978,14138463.437643293,4479470.360447479
2192,KT4GOUT,37.288064,322017110033359,126.980529,14135407.828940507,4479335.617617612
2196,KT4GOUT,37.288106,322014110039928,126.980514,14135406.159148147,4479341.49421597
2198,KT4GOUT,37.288194,322017110037802,126.981001,14135460.371740162,4479353.807099358
2200,KT4GOUT,37.288923,852013110005950,126.984003,14135794.552851524,4479455.80869847
2212,KT4GOUT,37.290091,322012110020542,126.984675,14135869.359549336,4479619.237189056
2215,KT4GOUT,37.290091,322014110041195,126.984675,14135869.359549336,4479619.237189056
2221,KT4GOUT,37.2901,322016110052250,126.984689,14135870.918022208,4479620.496493782
2224,KT4GOUT,37.290187,322017110035278,126.982204,14135594.289087586,4479632.669780567
2225,KT4GOUT,37.290187,322014110041199,126.982204,14135594.289087586,4479632.669780567
2233,KT4GOUT,37.288524,322013110041240,127.000632,14137645.684663923,4479399.9805403175
2234,KT4GOUT,37.288524,322013110041239,127.000632,14137645.684663923,4479399.9805403175
2236,KT4GOUT,37.288524,852013110009402,127.000632,14137645.684663923,4479399.9805403175
2237,KT4GOUT,37.288411,322018110014603,127.000564,14137638.114938552,4479384.169611977
2238,KT4GOUT,37.288411,322014110039943,127.000564,14137638.114938552,4479384.169611977
2239,KT4GOUT,37.288411,322018110014564,127.000564,14137638.114938552,4479384.169611977
2240,KT4GOUT,37.288411,322014110039942,127.000564,14137638.114938552,4479384.169611977
2242,KT4GOUT,37.288632,322014110041168,126.998465,14137404.455327375,4479415.091892248
2247,KT4GOUT,37.288641,322017110035276,126.998465,14137404.455327375,4479416.351172556
2248,KT4GOUT,37.287558,322014110025716,126.997169,14137260.185267307,4479264.818857104
2251,KT4GOUT,37.287601,322015110041996,126.996979,14137239.034564057,4479270.835334051
2263,KT4GOUT,37.284919,322016110052249,126.990197,14136484.065777497,4478895.581654463
2277,KT4GOUT,37.287454,322014110041026,126.9893,14136384.212194255,4479250.267392188
2278,KT4GOUT,37.287454,322016110006369,126.9893,14136384.212194255,4479250.267392188
2281,KT4GOUT,37.291792,322017110002255,126.990792,14136550.300874518,4479857.248458562
2286,KT4GOUT,37.292177,322014110041692,126.9905,14136517.795583207,4479911.12006886
2292,KT4GOUT,37.285817,322017110033598,126.99389,14136895.168656997,4479021.224387411
2293,KT4GOUT,37.285817,322014110012941,126.99389,14136895.168656997,4479021.224387411
2294,KT4GOUT,37.284278,322014110039944,126.992592,14136750.675957948,4478805.897725415
2296,KT4GOUT,37.284353,322013110008448,126.992297,14136717.836708162,4478816.391125389
2310,KT4GOUT,37.286297,322014110039638,127.017303,14139501.49189494,4479088.383701449
2312,KT4GOUT,37.286275,322012110020189,127.017273,14139498.152310215,4479085.305556857
2318,KT4GOUT,37.287528,322016110039140,127.015536,14139304.790354706,4479260.621317084
2330,KT4GOUT,37.285515,322014110042491,127.014678,14139209.278231608,4478978.970205216
2331,KT4GOUT,37.285515,322012110020101,127.014678,14139209.278231608,4478978.970205216
2356,KT4GOUT,37.286522,322016110027754,127.006828,14138335.420228878,4479119.864777378
2357,KT4GOUT,37.286522,322016110027749,127.006828,14138335.420228878,4479119.864777378
2366,KT4GOUT,37.283869,322016110007670,127.006564,14138306.031883309,4478748.673901572
2372,KT4GOUT,37.284654,322013110008449,126.982132,14135586.27408425,4478858.504742496
2374,KT4GOUT,37.284728,322014110039931,126.982222,14135596.29283842,4478868.858282133
2382,KT4GOUT,37.284912,322014110040993,126.99018,14136482.173346153,4478894.602262656
2384,KT4GOUT,37.284912,322012110020541,126.99018,14136482.173346153,4478894.602262656
2388,KT4GOUT,37.285436,322017110033626,126.986204,14136039.567050759,4478967.916986859
2395,KT4GOUT,37.286889,322017110052728,126.986625,14136086.432556383,4479171.214112103
2397,KT4GOUT,37.286972,322015110083602,126.98669,14136093.668323286,4479182.827211628
2405,KT4GOUT,37.288047,322014110040839,127.00507,14138139.720564066,4479333.238995399
2407,KT4GOUT,37.288047,322012110019394,127.00507,14138139.720564066,4479333.238995399
2412,KT4GOUT,37.282556,322015110047435,127.000338,14137612.956733631,4478564.972138495
2414,KT4GOUT,37.282556,322015110027582,127.000338,14137612.956733631,4478564.972138495
2416,KT4GOUT,37.282556,322013110022096,127.000338,14137612.956733631,4478564.972138495
2419,KT4GOUT,37.282556,322013110022094,127.000338,14137612.956733631,4478564.972138495
2420,KT4GOUT,37.282556,322013110022095,127.000338,14137612.956733631,4478564.972138495
2422,KT4GOUT,37.287221,852014110001676,127.002137,14137813.220497571,4479217.666587066
2424,KT4GOUT,37.284103,322012110020266,126.978869,14135223.03858579,4478781.413166146
2428,KT4GOUT,37.284103,322012110020265,126.978869,14135223.03858579,4478781.413166146
2429,KT4GOUT,37.284103,322015110034046,126.978869,14135223.03858579,4478781.413166146
2430,KT4GOUT,37.284103,322015110046240,126.978869,14135223.03858579,4478781.413166146
2433,KT4GOUT,37.284775,322017110037803,126.981532,14135519.482389772,4478875.434184216
2437,KT4GOUT,37.285043,322017110037800,126.977086,14135024.555933705,4478912.930895847
2440,KT4GOUT,37.285316,322014110040992,126.980533,14135408.274218468,4478951.127310296
2441,KT4GOUT,37.285316,322017110033360,126.980533,14135408.274218468,4478951.127310296
2450,KT4GOUT,37.282026,322012110030891,126.988809,14136329.554324277,4478490.820773461
2452,KT4GOUT,37.282026,852013110016673,126.988809,14136329.554324277,4478490.820773461
2459,KT4GOUT,37.282556,322013110022097,127.000338,14137612.956733631,4478564.972138495
2461,KT4GOUT,37.282556,322015110027575,127.000338,14137612.956733631,4478564.972138495
2465,KT4GOUT,37.282556,852015110006889,127.000338,14137612.956733631,4478564.972138495
2473,KT4GOUT,37.282686,322017110052767,126.9986,14137419.483458633,4478583.160288915
2475,KT4GOUT,37.282467,322014110039933,126.998689,14137429.390893312,4478552.520269016
2476,KT4GOUT,37.282467,322014110039936,126.998689,14137429.390893312,4478552.520269016
2477,KT4GOUT,37.282467,322014110039937,126.998689,14137429.390893312,4478552.520269016
2478,KT4GOUT,37.282467,322014110039935,126.998689,14137429.390893312,4478552.520269016
2482,KT4GOUT,37.283192,322014110039950,126.996247,14137157.548696797,4478653.954465842
2483,KT4GOUT,37.283179,322017110033356,126.996237,14137156.435501888,4478652.135637157
2488,KT4GOUT,37.282206,322016110030194,126.994728,14136988.454390282,4478516.004197366
2495,KT4GOUT,37.284539,322017110037798,126.995125,14137032.648228126,4478842.414802454
2496,KT4GOUT,37.284726,322017110033357,126.994829,14136999.697658852,4478868.578456603
2503,KT4GOUT,37.284681,322014110039930,126.994797,14136996.135435145,4478862.282384157
2504,KT4GOUT,37.284789,852015110008092,126.994817,14136998.361824961,4478877.392964354
2506,KT4GOUT,37.2858,322014110082189,126.993889,14136895.057337506,4479018.845836227
2521,KT4GOUT,37.282026,852013110016672,126.988809,14136329.554324277,4478490.820773461
2523,KT4GOUT,37.280185,322012110020269,126.974941,14134785.775625955,4478233.253768294
2525,KT4GOUT,37.280185,322014110073609,126.974941,14134785.775625955,4478233.253768294
2535,KT4GOUT,37.283225,322015110061335,126.976111,14134916.019430183,4478658.571493914
2536,KT4GOUT,37.283225,322015110061308,126.976111,14134916.019430183,4478658.571493914
2537,KT4GOUT,37.283424,322017110037799,126.979543,14135298.067922587,4478686.413615206
2549,KT4GOUT,37.284808,322016110012092,127.004536,14138080.275955983,4478880.051309409
2550,KT4GOUT,37.284897,322014110039940,127.004394,14138064.46858829,4478892.503566236
2551,KT4GOUT,37.284897,322014110039939,127.004394,14138064.46858829,4478892.503566236
2561,KT4GOUT,37.284968,322017110035274,127.00422,14138045.098996893,4478902.437399658
2564,KT4GOUT,37.281772,322014110039932,127.005822,14138223.432821142,4478455.284266634
2565,KT4GOUT,37.281764,322012110020472,127.005807,14138221.76302878,4478454.165008525
2570,KT4GOUT,37.283848,322014110040854,127.014767,14139219.18566629,4478745.735767423
2571,KT4GOUT,37.283848,322012110020099,127.014767,14139219.18566629,4478745.735767423
2573,KT4GOUT,37.284962,322017110031119,127.012091,14138921.294708926,4478901.597920414
2574,KT4GOUT,37.284962,322017110031115,127.012091,14138921.294708926,4478901.597920414
2578,KT4GOUT,37.283486,322016110086730,127.011242,14138826.78446124,4478695.088059998
2579,KT4GOUT,37.283486,322016110086727,127.011242,14138826.78446124,4478695.088059998
2581,KT4GOUT,37.280933,322014110040722,126.998917,14137454.771737214,4478337.90272045
2582,KT4GOUT,37.280931,322012110020553,126.998905,14137453.435903322,4478337.622909032
2583,KT4GOUT,37.278969,322015110084695,127.000572,14137639.00549448,4478063.13148814
2585,KT4GOUT,37.278963,322017110035275,127.000555,14137637.113063136,4478062.292075809
2591,KT4GOUT,37.281239,322014110039929,126.996514,14137187.271000838,4478380.713955189
2594,KT4GOUT,37.281226,322017110033625,126.996522,14137188.161556764,4478378.895173702
2602,KT4GOUT,37.278089,322014110040721,126.998275,14137383.304624125,4477940.018394314
2605,KT4GOUT,37.278078,322017110035567,126.998255,14137381.07823431,4477938.479489748
2609,KT4GOUT,37.277928,322014110039934,127.003006,14137909.957135066,4477917.494449947
2614,KT4GOUT,37.280967,322014110039926,127.004692,14138097.641796548,4478342.659515715
2615,KT4GOUT,37.280962,322017110035566,127.004667,14138094.858809276,4478341.959986865
2622,KT4GOUT,37.280511,322014110039946,127.002861,14137893.815808903,4478278.862675729
2623,KT4GOUT,37.280505,322012110020555,127.002846,14137892.14601654,4478278.0232462
2631,KT4GOUT,37.276989,322016110052247,126.995086,14137028.306767985,4477786.129051058
2632,KT4GOUT,37.276989,322014110039938,126.995086,14137028.306767985,4477786.129051058
2635,KT4GOUT,37.276979,322012110020548,126.995079,14137027.52753155,4477784.730067342
2647,KT4GOUT,37.279338,322012110020546,126.993874,14136893.387545146,4478114.75547512
2652,KT4GOUT,37.279408,322014110039941,126.993872,14136893.164906163,4478124.5486719385
2658,KT4GOUT,37.279889,322016110047036,126.993125,14136810.00924654,4478191.842170692
2659,KT4GOUT,37.279889,322016110052248,126.993125,14136810.00924654,4478191.842170692
2660,KT4GOUT,37.279889,322015110039914,126.993125,14136810.00924654,4478191.842170692
2662,KT4GOUT,37.27628,322012110020172,127.006217,14138267.404020008,4477686.941566217
2663,KT4GOUT,37.27628,322014110042492,127.006217,14138267.404020008,4477686.941566217
2670,KT4GOUT,37.279688,322017110035273,127.006454,14138293.786739325,4478163.721550302
2671,KT4GOUT,37.279688,322014110040785,127.006454,14138293.786739325,4478163.721550302
2672,KT4GOUT,37.277921,322017110033624,127.003106,14137921.089084148,4477916.515149111
2717,KT4GOUT,37.275709,322017110033364,126.975193,14134813.828137636,4477607.060646155
2719,KT4GOUT,37.275709,322014110073612,126.975193,14134813.828137636,4477607.060646155
2732,KT4GOUT,37.278403,322014110073610,126.975202,14134814.830013052,4477983.947219447
2733,KT4GOUT,37.278403,322012110020270,126.975202,14134814.830013052,4477983.947219447
2741,KT4GOUT,37.277926,322012110020272,126.973111,14134582.060957802,4477917.2146497
2746,KT4GOUT,37.277856,322016110006010,126.972886,14134557.014072375,4477907.421645697
2761,KT4GOUT,37.277905,322012110019140,126.980046,14135354.061626453,4477914.2767475415
2762,KT4GOUT,37.277905,322014110073611,126.980046,14135354.061626453,4477914.2767475415
2770,KT4GOUT,37.276633,322017110058184,126.978775,14135212.574553657,4477736.325345278
2771,KT4GOUT,37.276633,322017110047010,126.978775,14135212.574553657,4477736.325345278
2775,KT4GOUT,37.279217,322015110041857,126.978669,14135200.774687631,4478097.82725638
2777,KT4GOUT,37.279208,322012110019132,126.978653,14135198.99357578,4478096.568133757
2782,KT4GOUT,37.277072,322015110061318,126.976744,14134986.484667854,4477797.740623062
2783,KT4GOUT,37.277078,322013110058959,126.976744,14134986.484667854,4477798.580014305
2784,KT4GOUT,37.275866,322014110040801,127.010632,14138758.879571857,4477629.024341362
2785,KT4GOUT,37.275866,322015110001687,127.010632,14138758.879571857,4477629.024341362
2816,KT4GOUT,37.275032,852016110000204,127.008962,14138572.976022232,4477512.351478725
2817,KT4GOUT,37.275032,322014110040828,127.008962,14138572.976022232,4477512.351478725
2818,KT4GOUT,37.275032,852015110005409,127.008962,14138572.976022232,4477512.351478725
2819,KT4GOUT,37.275032,322012110011696,127.008962,14138572.976022232,4477512.351478725
2821,KT4GOUT,37.274493,322017110033371,126.978333,14135163.371338727,4477436.94848175
2824,KT4GOUT,37.274493,322015110034047,126.978333,14135163.371338727,4477436.94848175
2834,KT4GOUT,37.272863,322013110021735,127.005992,14138242.357134579,4477208.924150571
2835,KT4GOUT,37.273658,322015110069043,127.010339,14138726.262961056,4477320.137854842
2836,KT4GOUT,37.273658,322015110069066,127.010339,14138726.262961056,4477320.137854842
2844,KT4GOUT,37.27484,852015110005308,127.009619,14138646.112927685,4477485.491722165
2847,KT4GOUT,37.27484,852015110008054,127.009619,14138646.112927685,4477485.491722165
2848,KT4GOUT,37.27484,852015110005307,127.009619,14138646.112927685,4477485.491722165
2852,KT4GOUT,37.27484,852015110008053,127.009619,14138646.112927685,4477485.491722165
2855,KT4GOUT,37.272863,322014110040829,127.005992,14138242.357134579,4477208.924150571
2861,KT4GOUT,37.271654,322015110001686,127.00373,14137990.552446403,4477039.797636173
2862,KT4GOUT,37.271654,322015110078532,127.00373,14137990.552446403,4477039.797636173
2863,KT4GOUT,37.271654,322014110041694,127.00373,14137990.552446403,4477039.797636173
2870,KT4GOUT,37.273969,322014110040823,127.004658,14138093.85693386,4477363.644415964
2871,KT4GOUT,37.273969,322012110020173,127.004658,14138093.85693386,4477363.644415964
2878,KT4GOUT,37.274503,322014110040830,127.002768,14137883.463096261,4477438.347419265
2881,KT4GOUT,37.274503,322012110070375,127.002768,14137883.463096261,4477438.347419265
2887,KT4GOUT,37.27202,322012110019103,126.97265,14134530.742672548,4477090.996939496
2889,KT4GOUT,37.272383,322016110022853,126.972533,14134517.718292125,4477141.776822245
2891,KT4GOUT,37.273506,322017110037776,126.969833,14134217.15566698,4477298.874263346
2898,KT4GOUT,37.274015,322016110022854,126.972116,14134471.298064465,4477370.0794852795
2902,KT4GOUT,37.274516,322012110019099,126.971714,14134426.547629165,4477440.16603831
2917,KT4GOUT,37.273468,322015110034018,126.976588,14134969.118827293,4477293.55837218
2918,KT4GOUT,37.273468,322012110019101,126.976588,14134969.118827293,4477293.55837218
2931,KT4GOUT,37.271938,322017110033383,126.974715,14134760.617421037,4477079.526035697
2934,KT4GOUT,37.271938,322015110041847,126.974715,14134760.617421037,4477079.526035697
2949,KT4GOUT,37.271611,322016110066398,126.990531,14136521.246487422,4477033.782433816
2950,KT4GOUT,37.271254,322014110040822,126.990453,14136512.56356714,4476983.842398067
2951,KT4GOUT,37.271254,322015110066039,126.990453,14136512.56356714,4476983.842398067
2957,KT4GOUT,37.273601,322014110073614,126.983577,14135747.130748447,4477312.164002999
2958,KT4GOUT,37.273601,322017110033367,126.983577,14135747.130748447,4477312.164002999
2966,KT4GOUT,37.270493,322017110033365,126.985761,14135990.252516337,4476877.388378349
2968,KT4GOUT,37.270493,322014110073616,126.985761,14135990.252516337,4476877.388378349
2977,KT4GOUT,37.271453,322015110006586,126.984305,14135828.171337744,4477011.680091866
2978,KT4GOUT,37.271453,322014110073700,126.984305,14135828.171337744,4477011.680091866
2993,KT4GOUT,37.272257,322012110019105,126.978262,14135155.46765488,4477124.150719498
2994,KT4GOUT,37.272257,322015110041894,126.978262,14135155.46765488,4477124.150719498
3009,KT4GOUT,37.269243,322014110073615,126.979791,14135325.675156303,4476702.531942616
3010,KT4GOUT,37.269243,322012110019134,126.979791,14135325.675156303,4476702.531942616
3011,KT4GOUT,37.271335,322012110019104,126.97682,14134994.944949156,4476995.173309779
3022,KT4GOUT,37.269011,322017110033384,126.974845,14134775.08895484,4476670.078907527
3023,KT4GOUT,37.269011,322015110041844,126.974845,14134775.08895484,4476670.078907527
3026,KT4GOUT,37.2692,322015110041845,126.9727,14134536.308647087,4476696.516932873
3027,KT4GOUT,37.269235,322012110069777,126.97262,14134527.403087826,4476701.412870775
3041,KT4GOUT,37.270325,322017110033606,126.971546,14134407.84595471,4476853.887504527
3053,KT4GOUT,37.269001,852015110005302,127.006437,14138291.894307978,4476668.680072057
3056,KT4GOUT,37.269001,852012110023798,127.006437,14138291.894307978,4476668.680072057
3066,KT4GOUT,37.270225,322016110064345,127.006967,14138350.8936381,4476839.898914054
3075,KT4GOUT,37.270702,322014110012954,127.009459,14138628.301809158,4476906.624657668
3080,KT4GOUT,37.271447,322016110033383,127.007142,14138370.37454899,4477010.840763339
3082,KT4GOUT,37.268871,322016110064352,127.00592,14138234.34213124,4476650.495227834
3106,KT4GOUT,37.270068,322014110012953,127.004732,14138102.094576176,4476817.936864492
3107,KT4GOUT,37.270083,322015110069085,127.004739,14138102.873812612,4476820.035147504
3108,KT4GOUT,37.270083,322016110062508,127.004739,14138102.873812612,4476820.035147504
3112,KT4GOUT,37.268595,322014110078058,126.998922,14137455.328334669,4476611.887508802
3113,KT4GOUT,37.268595,322016110010541,126.998922,14137455.328334669,4476611.887508802
3116,KT4GOUT,37.269493,852016110004405,126.998482,14137406.347758718,4476737.50299753
3122,KT4GOUT,37.269639,322016110009689,126.996942,14137234.915742898,4476757.926147307
3123,KT4GOUT,37.269639,322016110062506,126.996942,14137234.915742898,4476757.926147307
3128,KT4GOUT,37.269615,322014110012890,126.996913,14137231.687477667,4476754.568914487
3138,KT4GOUT,37.268368,322014110012875,127.000785,14137662.716546014,4476580.134164791
3139,KT4GOUT,37.268368,322014110082142,127.000785,14137662.716546014,4476580.134164791
3143,KT4GOUT,37.270025,322016110064348,127.000611,14137643.34695462,4476811.921788842
3149,KT4GOUT,37.270125,322014110082151,127.000611,14137643.34695462,4476825.910342159
3152,KT4GOUT,37.270114,322014110014302,127.000604,14137642.567718184,4476824.371600385
3154,KT4GOUT,37.270114,322016110064349,127.000604,14137642.567718184,4476824.371600385
3156,KT4GOUT,37.273808,322016110063344,126.996147,14137146.416747715,4477341.121704328
3157,KT4GOUT,37.273808,322016110063365,126.996147,14137146.416747715,4477341.121704328
3162,KT4GOUT,37.268289,322018110019191,127.003158,14137926.877697669,4476569.083463999
3163,KT4GOUT,37.268289,322014110082144,127.003158,14137926.877697669,4476569.083463999
3168,KT4GOUT,37.268279,322014110012878,127.003143,14137925.207905306,4476567.684641939
3182,KT4GOUT,37.268942,852018110002135,127.002593,14137863.982185371,4476660.426946557
3206,KT4GOUT,37.268883,322014110082155,127.005944,14138237.01379902,4476652.173827523
3207,KT4GOUT,37.268871,322014110014308,127.00592,14138234.34213124,4476650.495227834
3226,KT4GOUT,37.268148,852012110023797,127.000326,14137611.620899742,4476549.360090132
3229,KT4GOUT,37.268339,322016110064339,127.000797,14137664.052379906,4476576.077577077
3240,KT4GOUT,37.268622,322016110064336,126.999811,14137554.291361984,4476615.664344638
3241,KT4GOUT,37.268639,322014110012872,126.99979,14137551.953652676,4476618.042353081
3242,KT4GOUT,37.268658,322014110082139,126.999808,14137553.95740351,4476620.700127857
3248,KT4GOUT,37.26755,322016110064340,127.004375,14138062.353517964,4476465.711014279
3251,KT4GOUT,37.267578,322014110012877,127.00437,14138061.796920508,4476469.627678593
3266,KT4GOUT,37.267597,322014110082143,127.004386,14138063.578032363,4476472.28541592
3269,KT4GOUT,37.268289,322018110020219,127.003158,14137926.877697669,4476569.083463999
3270,KT4GOUT,37.268289,322018110019170,127.003158,14137926.877697669,4476569.083463999
3271,KT4GOUT,37.268292,322016110064341,127.003172,14137928.43617054,4476569.503110654
3274,KT4GOUT,37.266126,322017110051623,126.999958,14137570.65532713,4476266.522578247
3281,KT4GOUT,37.266126,322014110014307,126.999958,14137570.65532713,4476266.522578247
3285,KT4GOUT,37.266126,322017110030483,126.999958,14137570.65532713,4476266.522578247
3286,KT4GOUT,37.266126,322017110039080,126.999958,14137570.65532713,4476266.522578247
3287,KT4GOUT,37.266126,322017110030482,126.999958,14137570.65532713,4476266.522578247
3289,KT4GOUT,37.266126,322016110002345,126.999958,14137570.65532713,4476266.522578247
3290,KT4GOUT,37.266126,322017110008573,126.999958,14137570.65532713,4476266.522578247
3292,KT4GOUT,37.266126,322017110030480,126.999958,14137570.65532713,4476266.522578247
3296,KT4GOUT,37.266126,322017110051624,126.999958,14137570.65532713,4476266.522578247
3297,KT4GOUT,37.266126,322016110002344,126.999958,14137570.65532713,4476266.522578247
3298,KT4GOUT,37.266126,322016110013747,126.999958,14137570.65532713,4476266.522578247
3303,KT4GOUT,37.266126,322016110002362,126.999958,14137570.65532713,4476266.522578247
3304,KT4GOUT,37.266126,322017110051626,126.999958,14137570.65532713,4476266.522578247
3305,KT4GOUT,37.266126,322017110030477,126.999958,14137570.65532713,4476266.522578247
3307,KT4GOUT,37.266126,322017110051625,126.999958,14137570.65532713,4476266.522578247
3317,KT4GOUT,37.266126,322012110011701,126.999958,14137570.65532713,4476266.522578247
3318,KT4GOUT,37.266126,322017110030478,126.999958,14137570.65532713,4476266.522578247
3324,KT4GOUT,37.266126,322017110051621,126.999958,14137570.65532713,4476266.522578247
3325,KT4GOUT,37.266126,322017110039078,126.999958,14137570.65532713,4476266.522578247
3326,KT4GOUT,37.266126,322017110039077,126.999958,14137570.65532713,4476266.522578247
3327,KT4GOUT,37.266126,322017110051622,126.999958,14137570.65532713,4476266.522578247
3330,KT4GOUT,37.266126,322017110030479,126.999958,14137570.65532713,4476266.522578247
3331,KT4GOUT,37.266126,322017110051620,126.999958,14137570.65532713,4476266.522578247
3334,KT4GOUT,37.266126,322017110008572,126.999958,14137570.65532713,4476266.522578247
3338,KT4GOUT,37.266126,322017110039079,126.999958,14137570.65532713,4476266.522578247
3342,KT4GOUT,37.266126,322017110030475,126.999958,14137570.65532713,4476266.522578247
3355,KT4GOUT,37.267001,322017110051824,127.001074,14137694.887878856,4476388.9167118035
3356,KT4GOUT,37.26602,322016110064394,127.002395,14137841.940926196,4476251.69549979
3357,KT4GOUT,37.26602,322015110034122,127.002395,14137841.940926196,4476251.69549979
3358,KT4GOUT,37.266128,322015110069086,127.002411,14137843.722038046,4476266.802334646
3359,KT4GOUT,37.266128,322015110069041,127.002411,14137843.722038046,4476266.802334646
3367,KT4GOUT,37.268123,322012110011687,126.995275,14137049.346151745,4476545.863041883
3370,KT4GOUT,37.268111,322015110039932,126.995094,14137029.197323913,4476544.184459134
3375,KT4GOUT,37.266728,322016110011781,126.994483,14136961.181115037,4476350.729589492
3376,KT4GOUT,37.266728,322015110074991,126.994483,14136961.181115037,4476350.729589492
3378,KT4GOUT,37.26671,322017110037790,126.994482,14136961.069795545,4476348.211762117
3385,KT4GOUT,37.266059,322017110033279,126.993149,14136812.680914318,4476257.150743211
3386,KT4GOUT,37.266059,322015110040199,126.993149,14136812.680914318,4476257.150743211
3392,KT4GOUT,37.266497,322016110012091,126.990092,14136472.377230963,4476318.4175172085
3398,KT4GOUT,37.265897,322014110014309,127.001686,14137763.015407221,4476234.490519816
3401,KT4GOUT,37.265908,322014110082156,127.001694,14137763.905963147,4476236.029175418
3402,KT4GOUT,37.265914,322016110064353,127.001686,14137763.015407221,4476236.868442205
3413,KT4GOUT,37.266126,322017110030476,126.999958,14137570.65532713,4476266.522578247
3414,KT4GOUT,37.266126,322015110044331,126.999958,14137570.65532713,4476266.522578247
3416,KT4GOUT,37.266126,322014110025471,126.999958,14137570.65532713,4476266.522578247
3418,KT4GOUT,37.266126,322017110030481,126.999958,14137570.65532713,4476266.522578247
3422,KT4GOUT,37.265678,322016110064351,127.000314,14137610.285065854,4476203.857332351
3433,KT4GOUT,37.265026,852017110010547,126.998834,14137445.532219479,4476112.657685214
3434,KT4GOUT,37.264872,322017110031113,126.997697,14137318.961958447,4476091.116779542
3435,KT4GOUT,37.264872,322017110031140,126.997697,14137318.961958447,4476091.116779542
3436,KT4GOUT,37.264872,322017110031144,126.997697,14137318.961958447,4476091.116779542
3437,KT4GOUT,37.264872,322017110031139,126.997697,14137318.961958447,4476091.116779542
3442,KT4GOUT,37.264369,322012110019137,126.979868,14135334.246757094,4476020.759452984
3443,KT4GOUT,37.269219,322015110034756,126.982108,14135583.60241647,4476699.174727452
3449,KT4GOUT,37.2648,322015110006431,126.977333,14135052.051847933,4476081.045721872
3450,KT4GOUT,37.269243,322017110033366,126.979791,14135325.675156303,4476702.531942616
3462,KT4GOUT,37.267047,322015110043412,126.977025,14135017.765444769,4476395.351185601
3463,KT4GOUT,37.267047,322012110019107,126.977025,14135017.765444769,4476395.351185601
3466,KT4GOUT,37.26906,322015110041843,126.977369,14135056.0593496,4476676.933204022
3467,KT4GOUT,37.26906,322017110033385,126.977369,14135056.0593496,4476676.933204022
3472,KT4GOUT,37.266639,322015110046275,126.989997,14136461.801879339,4476338.2803377835
3479,KT4GOUT,37.268143,322015110041993,126.990213,14136485.846889349,4476548.66068039
3482,KT4GOUT,37.268143,322017110033381,126.990213,14136485.846889349,4476548.66068039
3489,KT4GOUT,37.261647,852013110016478,126.98606,14136023.537044086,4475640.026764307
3497,KT4GOUT,37.262267,852017110012934,126.982783,14135658.743072756,4475726.746445729
3503,KT4GOUT,37.294032,322015110055808,127.03347,14141301.194102593,4480170.687146362
3504,KT4GOUT,37.294032,322015110026623,127.03347,14141301.194102593,4480170.687146362
3519,KT4GOUT,37.291195,322013110022093,127.021641,14139984.395846002,4479773.713026217
3521,KT4GOUT,37.291195,322014110042481,127.021641,14139984.395846002,4479773.713026217
3522,KT4GOUT,37.291195,322012110019231,127.021641,14139984.395846002,4479773.713026217
3543,KT4GOUT,37.292417,322017110034478,127.028297,14140725.33837672,4479944.702510875
3544,KT4GOUT,37.292417,322017110034469,127.028297,14140725.33837672,4479944.702510875
3555,KT4GOUT,37.290021,322012110020120,127.025638,14140429.339850703,4479609.442601887
3558,KT4GOUT,37.290021,322014110041192,127.025638,14140429.339850703,4479609.442601887
3560,KT4GOUT,37.29298,322012110019386,127.027179,14140600.883186014,4480023.481743202
3561,KT4GOUT,37.29298,322014110041696,127.027179,14140600.883186014,4480023.481743202
3573,KT4GOUT,37.293031,322016110006008,127.031058,14141032.691490801,4480030.618079337
3580,KT4GOUT,37.293057,322012110019233,127.031046,14141031.35565691,4480034.2562133465
3587,KT4GOUT,37.287492,322014110040715,127.030511,14140971.799729336,4479255.584271267
3595,KT4GOUT,37.288603,322012110020116,127.027449,14140630.939448528,4479411.034212285
